h3_index,center_lat,center_lon,h3_lat,h3_lon,violation_count,unique_vehicles,avg_severity,avg_vehicle_weight,multi_violation_pct,top_violation,top_vehicle,police_station,peak_hour,primary_road,highway_type,violations_per_day,boundary,avg_delta_v,avg_delta_v_pct,avg_time_loss,cpi,risk_level,enforcement_priority,velocity_recovery_per_violation
88601696dbfffff,13.0703839,77.503935,13.068498241994819,77.50767452818836,1,1,0.19599999999999998,0.7,0.0,NO PARKING,CAR,Chikkabanavara,5,Hesaraghatta Main Road,primary,0.006666666666666667,"[(13.065995122172016, 77.51184298645168), (13.0709799682928, 77.51192549825153), (13.073482953229417, 77.50775696928038), (13.071001167123784, 77.503506198378), (13.066016555482511, 77.50342383073443), (13.06351349546525, 77.5075920898428)]",4.998259860788863,10.000000000000002,0.13337975320103682,0.2621,High,0.07425158886697349,4.998259860788863
8861892717fffff,12.891812,77.6669287,12.888411171199175,77.6647191122549,2,2,0.98175,0.7,0.5,DOUBLE PARKING,CAR,Electronic City,20,Silver County Road,tertiary,0.013333333333333334,"[(12.885898411286245, 77.66889121949274), (12.890888921935929, 77.66897637247183), (12.893401548981316, 77.6648041944373), (12.890923738179938, 77.66054713195608), (12.885933460589266, 77.66046212339924), (12.883420760738717, 77.66463403290712)]",9.993039443155451,24.999999999999993,0.5837396486340066,0.3358,Critical,0.24845160010316544,4.996519721577726
8861892629fffff,12.8486901,77.6710521,12.85096392696063,77.66829522806705,1,1,0.168,0.7,0.0,WRONG PARKING,CAR,Electronic City,0,unknown,residential,0.006666666666666667,"[(12.8484500453271, 77.67246696667166), (12.853440915475295, 77.67255217057814), (12.855954664526669, 77.66838036119013), (12.853477615955574, 77.66412361633945), (12.848486978859116, 77.66403855683001), (12.845973157279754, 77.66821009777998)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.1618,Low,0.0668441814595661,4.498433874709978
8861892ca1fffff,13.0715019,77.6075773,13.068222661605226,77.60876274498547,1,1,0.33599999999999997,0.4,0.0,WRONG PARKING,SCOOTER,Hebbala,7,unknown,residential,0.006666666666666667,"[(13.065716488168416, 77.61293512428145), (13.0707041415057, 77.61301936778024), (13.073210180529163, 77.60884691766573), (13.07072864060683, 77.6045904932645), (13.065741220742368, 77.60450639420229), (13.063235107325166, 77.60867857511053)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.1786,Low,0.0668441814595661,4.498433874709978
8861892e11fffff,12.9857043,77.6720109,12.985702321810676,77.67059481829274,1,1,0.168,0.7,0.0,WRONG PARKING,CAR,Banaswadi,2,1st Cross Road,residential,0.006666666666666667,"[(12.983192032305233, 77.67476846888555), (12.988182007794787, 77.6748537494821), (12.990692163764297, 77.67068002804153), (12.988212417662574, 77.6664212946678), (12.983222675096087, 77.66633615860084), (12.980712445705995, 77.67050961138378)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.1618,Low,0.0668441814595661,4.498433874709978
8861892cc3fffff,13.0266046,77.6120786,13.030801930031974,77.6123454983978,1,1,0.588,0.7,0.0,WRONG PARKING,CAR,K.G. Halli,7,unknown,residential,0.006666666666666667,"[(13.028294622539772, 77.61651750954384), (13.0332826556744, 77.61660180419688), (13.03578982903632, 77.61242972224562), (13.033309043379825, 77.6081736147646), (13.028321243713796, 77.60808946452295), (13.025813996233417, 77.6122612773567)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.2038,Low,0.0668441814595661,4.498433874709978
8861892dbbfffff,13.1033698,77.6154851,13.105616719556613,77.61360915089894,1,1,0.072,0.3,0.0,WRONG PARKING,MOTOR CYCLE,Yelahanka,5,unknown,residential,0.006666666666666667,"[(13.10311142770438, 77.61778222437361), (13.108098930421017, 77.61786656118), (13.110604087616757, 77.61369341686434), (13.108121816704857, 77.60943620498807), (13.10313454738049, 77.6093520126667), (13.100629315573498, 77.61352488774236)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.1522,Low,0.0668441814595661,4.498433874709978
886014581bfffff,12.9761329,77.4883794,12.978818006233766,77.48935938871784,1,1,0.84,1.0,0.0,WRONG PARKING,LGV,Jnanabharathi,7,unknown,residential,0.006666666666666667,"[(12.976312972024571, 77.49352591955963), (12.981297972104972, 77.49360809378837), (12.983802871980506, 77.48944149230017), (12.981322846375456, 77.48519298641273), (12.976338081031953, 77.48511095620522), (12.973833106554485, 77.48927728786975)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.229,Medium,0.0668441814595661,4.498433874709978
88618924d9fffff,12.8559873,77.5686612,12.858851398954894,77.57154542849767,1,1,0.33599999999999997,0.4,0.0,WRONG PARKING,SCOOTER,Thalagattapura,6,unknown,residential,0.006666666666666667,"[(12.856340623074386, 77.57571353229602), (12.86132875985497, 77.57579708120917), (12.863839402642405, 77.57162890672912), (12.861361981883416, 77.56737745242434), (12.85637407911652, 77.5672940476487), (12.85386336309275, 77.5714619530461)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.1786,Low,0.0668441814595661,4.498433874709978
8861892401fffff,12.8917912,77.6321362,12.888548719615363,77.63100879181822,1,1,0.588,0.7,0.0,WRONG PARKING,CAR,Hulimavu,6,unknown,residential,0.006666666666666667,"[(12.886036971679564, 77.63517959941301), (12.891026549586757, 77.63526417484195), (12.893538164495636, 77.63109329648697), (12.89106027452956, 77.62683811145624), (12.886070930018898, 77.62675368035691), (12.88355924207558, 77.63092428996445)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.2038,Low,0.0668441814595661,4.498433874709978
88601459e3fffff,13.0518762,77.4949468,13.05356577922764,77.4990088257275,1,1,0.108,0.3,0.0,WRONG PARKING,MOTOR CYCLE,Chikkabanavara,21,unknown,residential,0.006666666666666667,"[(13.051062509330068, 77.50317674426684), (13.056047226510552, 77.50325910367899), (13.058550361587715, 77.49909111444828), (13.056068854521408, 77.49484103570374), (13.051084371919332, 77.4947588204097), (13.048581161803027, 77.49892653974791)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.1558,Low,0.0668441814595661,4.498433874709978
886189209dfffff,12.9363058,77.7053465,12.933155785897725,77.70764721493362,1,1,0.144,0.4,0.0,WRONG PARKING,SCOOTER,HAL Old Airport,23,unknown,residential,0.006666666666666667,"[(12.93064295640883, 77.71182158128593), (12.935634333691024, 77.71190748248353), (12.938147030193825, 77.70773304526756), (12.935668422227879, 77.7034729751823), (12.930677277539102, 77.7033872185667), (12.928164508220581, 77.70756138746012)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.1594,Low,0.0668441814595661,4.498433874709978
8860169659fffff,13.0717264,77.5733635,13.068318922241328,77.57505390938468,1,1,0.36,1.0,0.0,WRONG PARKING,PRIVATE BUS,Kodigehalli,22,unknown,residential,0.006666666666666667,"[(13.065813766616031, 77.57922498386468), (13.070800485557472, 77.57930864975697), (13.073305506611472, 77.57513750449527), (13.07082388334475, 77.570882962773), (13.065837398212347, 77.57079944122404), (13.06333230253544, 77.57497031705978)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.181,Low,0.0668441814595661,4.498433874709978
88601451bdfffff,12.9035725,77.4498397,12.904180162840419,77.44607377895146,1,1,0.24,1.0,0.0,WRONG PARKING,LGV,Kengeri,5,unknown,residential,0.006666666666666667,"[(12.901674383889523, 77.45023761097514), (12.906658709655987, 77.45031902466438), (12.909164354603904, 77.44615512207636), (12.906685748174398, 77.44191007577575), (12.901701657634758, 77.44182880591705), (12.899195938295744, 77.44599243853428)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.169,Low,0.0668441814595661,4.498433874709978
8860169221fffff,13.174255,77.7282783,13.17264982034306,77.72865464872288,1,1,0.12,0.5,0.0,WRONG PARKING,FACTORY BUS,Chikkajala,1,unknown,residential,0.006666666666666667,"[(13.170142903465063, 77.73283306787103), (13.175133055919227, 77.73291939635865), (13.17763983820255, 77.72874090621399), (13.175156542306823, 77.72447635618855), (13.170166622034511, 77.72439017256539), (13.167659765473733, 77.72856839410895)]",4.498433874709978,15.000000000000005,0.3530640525909794,0.157,Low,0.0668441814595661,4.498433874709978
8861892e53fffff,12.9733216,77.6752573,12.970701229033873,77.67877155204597,1,1,0.22399999999999998,0.8,0.0,NO PARKING,MAXI-CAB,Banaswadi,5,Malleshpalya Main Road,secondary,0.006666666666666667,"[(12.968190285494877, 77.68294531475715), (12.973180595958963, 77.6830307313655), (12.975691406107574, 77.67885689780462), (12.973211979054087, 77.67459791621893), (12.968221901443263, 77.67451264414859), (12.965711018030378, 77.67868620913166)]",4.498433874709974,9.999999999999995,0.14819972577892956,0.2399,Medium,0.06684418145956604,4.498433874709974
8860145915fffff,13.042076,77.5277872,13.046009820656217,77.52835252221519,1,1,0.182,0.5,1.0,NO PARKING,HGV,Jalahalli,4,Pipeline Road,secondary,0.006666666666666667,"[(13.043505458508106, 77.53252148072762), (13.048491048596784, 77.53260434059673), (13.050995276114637, 77.52843531136403), (13.04851398833137, 77.52418369195782), (13.043528632535807, 77.52410097628147), (13.041024330228241, 77.52826973582441)]",4.498433874709974,9.999999999999995,0.14819972577892956,0.2357,Medium,0.26684418145956607,4.498433874709974
8861892cd1fffff,13.0219559,77.602776,13.023359989259543,77.59957821262944,1,1,0.27999999999999997,1.0,0.0,NO PARKING,LGV,R.T. Nagar,4,Dinnur Main Road,secondary,0.006666666666666667,"[(13.020852861772914, 77.60374962875105), (13.02584059677221, 77.60383370259319), (13.028347590121857, 77.59966221568372), (13.025866922625067, 77.59540692412563), (13.020879421228122, 77.59532299465259), (13.018372353723406, 77.59949421237431)]",4.498433874709974,9.999999999999995,0.14819972577892956,0.2455,High,0.06684418145956604,4.498433874709974
8861892e25fffff,13.0214369,77.7012911,13.02302288398091,77.70075595704253,1,1,0.42,1.0,0.0,NO PARKING,LGV,K.R. Pura,23,Thambuchettypalya Main Road,secondary,0.006666666666666667,"[(13.020512707680236, 77.70493127504719), (13.025503239333922, 77.70501708312975), (13.028013281973836, 77.70084169422752), (13.025532866424264, 77.69658076577292), (13.02054256736067, 77.69649510233782), (13.01803245125425, 77.70067022271563)]",4.498433874709974,9.999999999999995,0.14819972577892956,0.2595,High,0.06684418145956604,4.498433874709974
886014512bfffff,12.9043085,77.5123713,12.903954227927066,77.5133703846751,1,1,0.7839999999999999,0.8,0.0,NO PARKING,MAXI-CAB,Kengeri,6,unknown,secondary,0.006666666666666667,"[(12.901446423353555, 77.51753683811624), (12.906432627928774, 77.51761940329463), (12.908940298814521, 77.51345287921491), (12.906461839057599, 77.50920405950049), (12.901475869040834, 77.50912163834028), (12.898968124220422, 77.51328789288213)]",4.498433874709974,9.999999999999995,0.14819972577892956,0.2959,Critical,0.06684418145956604,4.498433874709974
8860145129fffff,12.9026833,77.5190814,12.903924763592263,77.52178605560616,1,1,0.13999999999999999,0.5,0.0,NO PARKING,JEEP,Kengeri,5,Dr. Vishnuvardhan Road,secondary,0.006666666666666667,"[(12.901416705834619, 77.52595283611137), (12.906403144884539, 77.52603554533127), (12.908911068993918, 77.52186869417825), (12.906432627928774, 77.51761940329463), (12.901446423353555, 77.51753683811624), (12.898938425366653, 77.5217034197858)]",4.498433874709974,9.999999999999995,0.14819972577892956,0.2315,Medium,0.06684418145956604,4.498433874709974
8860169603fffff,13.0978032,77.5662052,13.09825986991376,77.56712943966673,1,1,0.126,0.3,0.0,NO PARKING,MOTOR CYCLE,Yelahanka,23,Yelahanka Road,secondary,0.006666666666666667,"[(13.09575577694083, 77.57130061227011), (13.100742048720567, 77.57138415052094), (13.10324600687262, 77.56721290713077), (13.100763768119956, 77.56295839502542), (13.095777730202435, 77.56287500112401), (13.093273697173164, 77.56704597498432)]",4.498433874709974,9.999999999999995,0.14819972577892956,0.2301,Medium,0.06684418145956604,4.498433874709974
8861892411fffff,12.8825749,77.6099758,12.881149119034712,77.60982008745884,1,1,0.11199999999999999,0.4,0.0,NO PARKING,SCOOTER,Hulimavu,2,Devarachikkanahalli Road,secondary,0.006666666666666667,"[(12.87863780400058, 77.61398997555673), (12.883626847148749, 77.61407418599754), (12.886138029109574, 77.60990422716594), (12.88366024104794, 77.605650326772), (12.87867143151396, 77.60556626059541), (12.876160176425168, 77.6097359505543)]",4.498433874709974,9.999999999999995,0.14819972577892956,0.2287,Medium,0.06684418145956604,4.498433874709974
8860145967fffff,13.0588883,77.5593,13.060874468225268,77.56229132162082,1,1,0.6859999999999998,0.7,0.0,NO PARKING,CAR,Jalahalli,7,Vidyaranyapura Road,secondary,0.006666666666666667,"[(13.058369492415075, 77.56646180008077), (13.063355913522887, 77.56654524529583), (13.065860754755192, 77.56237469607154), (13.063379249537041, 77.55812097113386), (13.058393062371845, 77.55803767021979), (13.055888146480008, 77.56220794994822)]",4.498433874709974,9.999999999999995,0.14819972577892956,0.2861,Critical,0.06684418145956604,4.498433874709974
886189263bfffff,12.8433688,77.6386788,12.843606176717023,77.63867346616159,1,1,0.19599999999999998,0.7,0.0,NO PARKING,CAR,Electronic City,1,Neeladri Road,secondary,0.006666666666666667,"[(12.841092980487385, 77.64284396205701), (12.846083082651674, 77.64292865644332), (12.848596146212605, 77.63875808979999), (12.846119180285903, 77.63450309739517), (12.84112931147573, 77.63441854731755), (12.838616175235918, 77.63858884534184)]",4.498433874709974,9.999999999999995,0.14819972577892956,0.2371,Medium,0.06684418145956604,4.498433874709974
8860145127fffff,12.9174067,77.513495,12.91891234183084,77.5136178765356,1,1,0.38219999999999993,0.7,1.0,NO PARKING,CAR,Kengeri,22,Kenchenahalli Main Road,secondary,0.006666666666666667,"[(12.916404938426336, 77.51778454189956), (12.921391044198245, 77.51786711532641), (12.923898313809273, 77.51370037931677), (12.921419551680286, 77.50945133944849), (12.916433680452533, 77.50936891005448), (12.913926336807508, 77.5135353765017)]",4.498433874709974,9.999999999999995,0.14819972577892956,0.2558,High,0.26684418145956607,4.498433874709974
8861892d87fffff,13.1022881,77.6315763,13.105570161285307,77.63047131131401,1,1,0.21,0.5,0.0,NO PARKING,LORRY/GOODS VEHICLE,Hennuru,21,Kogilu Main Road,secondary,0.006666666666666667,"[(13.103064359961623, 77.63464503637101), (13.108052329210238, 77.63472966221725), (13.110557995956471, 77.63055586630091), (13.108075767948346, 77.62629771367384), (13.103088031923612, 77.62621323235915), (13.100582290680865, 77.63038675914578)]",4.498433874709974,9.999999999999995,0.14819972577892956,0.2385,Medium,0.06684418145956604,4.498433874709974
8860169627fffff,13.1291197,77.5720482,13.128155581018321,77.57605723460638,1,1,0.144,0.4,0.0,WRONG PARKING,SCOOTER,Yelahanka,21,unknown,residential,0.006666666666666667,"[(13.12565204256036, 77.58022915862446), (13.13063833202825, 77.58031285798441), (13.13314173549477, 77.57614086315598), (13.13065892450793, 77.5718854384976), (13.125672868787184, 77.57180188353988), (13.12316939030396, 77.57597360884414)]",4.496867749419955,15.000000000000007,0.35318701429956745,0.1594,Low,0.06682097152571441,4.496867749419955
8860145121fffff,12.9095939,77.513464,12.911418799644771,77.51770197122235,1,1,0.252,0.3,0.0,WRONG PARKING,MOTOR CYCLE,Kengeri,6,unknown,residential,0.006666666666666667,"[(12.908911068993918, 77.52186869417825), (12.913897341496366, 77.52195133550222), (12.916404938426336, 77.51778454189956), (12.913926336807508, 77.5135353765017), (12.908940298814521, 77.51345287921491), (12.906432627928774, 77.51761940329463)]",4.496867749419955,15.000000000000007,0.35318701429956745,0.1702,Low,0.06682097152571441,4.496867749419955
8861892283fffff,12.8873225,77.73849785,12.888085713453856,77.7406137438464,2,2,0.37440000000000007,0.8,1.0,PARKING IN A MAIN ROAD,PASSENGER AUTO,No Police Station,0,unknown,residential,0.013333333333333334,"[(12.885570676885381, 77.74478876720183), (12.89056328125904, 77.7448752210207), (12.893078185319828, 77.74070012678683), (12.89060055729299, 77.73643884676659), (12.88560818521644, 77.73635253757769), (12.883093208867297, 77.74052736378475)]",8.993735498839907,30.0,0.8577398918703776,0.2275,Medium,0.3336419430514288,4.496867749419954
8860169759fffff,13.1199958,77.6083236,13.12060088032231,77.60543163807083,1,1,0.288,0.8,0.0,WRONG PARKING,MAXI-CAB,Yelahanka,22,unknown,residential,0.006666666666666667,"[(13.118096247404488, 77.60960459805027), (13.123083408629284, 77.60968879879134), (13.12558790674612, 77.60551576797293), (13.123105318402846, 77.60125880573882), (13.118118390638877, 77.60117474947421), (13.115613817755115, 77.60534751097302)]",4.493735498839907,15.0,0.35343319483927393,0.1738,Low,0.06677455165801101,4.493735498839907
8860169621fffff,13.1173071,77.5779028,13.120665716889532,77.58014546205425,1,1,0.252,0.7,0.0,WRONG PARKING,CAR,Yelahanka,21,5th Cross Road,residential,0.006666666666666667,"[(13.118161848573248, 77.58431744313188), (13.123148309163362, 77.58440121051348), (13.12565204256036, 77.58022915862446), (13.12316939030396, 77.57597360884414), (13.118183163426805, 77.5758899858691), (13.115679355090908, 77.58006176827365)]",4.493735498839907,15.0,0.35343319483927393,0.1702,Low,0.06677455165801101,4.493735498839907
886189229dfffff,12.877168194473605,77.73582745,12.880615780459411,77.73626623126506,1,1,0.46799999999999997,0.4,1.0,WRONG PARKING,SCOOTER,No Police Station,20,unknown,residential,0.006666666666666667,"[(12.878100671635654, 77.74044098660181), (12.883093208867297, 77.74052736378475), (12.88560818521644, 77.73635253757769), (12.883130696599087, 77.73209160223588), (12.878138391714016, 77.73200536966402), (12.875623343097397, 77.73617992782859)]",4.493735498839907,15.0,0.35343319483927393,0.1918,Low,0.266774551658011,4.493735498839907
